"Name","Link"
"Dalia Basquiat","https://www.animecharactersdatabase.com/characters.php?id=71153"
"Riho Kaifu","https://www.animecharactersdatabase.com/characters.php?id=38388"
"Miu Yoneyama","https://www.animecharactersdatabase.com/characters.php?id=71743"
"Nonoka Sena","https://www.animecharactersdatabase.com/characters.php?id=72102"
"Ayako Katagiri","https://www.animecharactersdatabase.com/characters.php?id=101415"
"Eiha","https://www.animecharactersdatabase.com/characters.php?id=72489"
"Fiona","https://www.animecharactersdatabase.com/characters.php?id=18337"
"Rika Noyamano","https://www.animecharactersdatabase.com/characters.php?id=15580"
"Anna Minenaga","https://www.animecharactersdatabase.com/characters.php?id=74132"
"Maria Kamiki","https://www.animecharactersdatabase.com/characters.php?id=74600"
"Chizuru Aizawa","https://www.animecharactersdatabase.com/characters.php?id=10631"
"Asurin","https://www.animecharactersdatabase.com/characters.php?id=75158"
"Sinka","https://www.animecharactersdatabase.com/characters.php?id=86405"
"Musa (Lovix)","https://www.animecharactersdatabase.com/characters.php?id=89348"
"Laurie","https://www.animecharactersdatabase.com/characters.php?id=66014"
"Yagi","https://www.animecharactersdatabase.com/characters.php?id=76795"
"Claire","https://www.animecharactersdatabase.com/characters.php?id=41498"
"Dercori","https://www.animecharactersdatabase.com/characters.php?id=85637"
"Mabel West","https://www.animecharactersdatabase.com/characters.php?id=13561"
"Loxtera","https://www.animecharactersdatabase.com/characters.php?id=85473"
"Nora (cloneblde)","https://www.animecharactersdatabase.com/characters.php?id=67584"
"Dire Wolf","https://www.animecharactersdatabase.com/characters.php?id=100670"
"Rias Gremory","https://www.animecharactersdatabase.com/characters.php?id=36120"
"Marin Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=115747"
"Nobara Kugisaki","https://www.animecharactersdatabase.com/characters.php?id=104843"
"Reina Kurashiki","https://www.animecharactersdatabase.com/characters.php?id=101389"
"Hayase Nagatoro","https://www.animecharactersdatabase.com/characters.php?id=100650"
"Katsuki Bakugo","https://www.animecharactersdatabase.com/characters.php?id=75965"
"Satoru Gojou","https://www.animecharactersdatabase.com/characters.php?id=104844"
"Megumi Fushiguro","https://www.animecharactersdatabase.com/characters.php?id=104839"
"Kusuo Saiki","https://www.animecharactersdatabase.com/characters.php?id=78371"
"Noriaki Kakyoin","https://www.animecharactersdatabase.com/characters.php?id=73601"
"Ara (Little Hsien)","https://www.animecharactersdatabase.com/characters.php?id=82765"
"Rena Fuuma","https://www.animecharactersdatabase.com/characters.php?id=14458"
"Arte (Transformed)","https://www.animecharactersdatabase.com/characters.php?id=120658"
"Reiko Hasuma","https://www.animecharactersdatabase.com/characters.php?id=80035"
"Sales Clerk","https://www.animecharactersdatabase.com/characters.php?id=80854"
"Motoko Tsutsumi","https://www.animecharactersdatabase.com/characters.php?id=81516"
"Yui Natsumi","https://www.animecharactersdatabase.com/characters.php?id=15489"
"Maila","https://www.animecharactersdatabase.com/characters.php?id=15768"
"Mikoto Muller","https://www.animecharactersdatabase.com/characters.php?id=16400"
"Yume","https://www.animecharactersdatabase.com/characters.php?id=16708"
"Sharone","https://www.animecharactersdatabase.com/characters.php?id=83166"
"Tomoe Amatsu","https://www.animecharactersdatabase.com/characters.php?id=17374"
"Misaki Aikawa","https://www.animecharactersdatabase.com/characters.php?id=85352"
"Yumiko Masubuchi","https://www.animecharactersdatabase.com/characters.php?id=17888"
"Unknown","https://www.animecharactersdatabase.com/characters.php?id=18628"
"Karen Grace","https://www.animecharactersdatabase.com/characters.php?id=39360"
"Labella Roborov","https://www.animecharactersdatabase.com/characters.php?id=19394"
"Sakura Tenjouin","https://www.animecharactersdatabase.com/characters.php?id=19820"
"Ren Kisaragi","https://www.animecharactersdatabase.com/characters.php?id=84776"
"Yuugi","https://www.animecharactersdatabase.com/characters.php?id=20103"
"Ruki Isayama","https://www.animecharactersdatabase.com/characters.php?id=20538"
"Neres Saoborja","https://www.animecharactersdatabase.com/characters.php?id=85269"
"Asami Nobusawa","https://www.animecharactersdatabase.com/characters.php?id=21716"
"Samantha","https://www.animecharactersdatabase.com/characters.php?id=91031"
"Kaoruko Toono","https://www.animecharactersdatabase.com/characters.php?id=21956"
"Margaret","https://www.animecharactersdatabase.com/characters.php?id=102610"
"Iluna Lieutolu","https://www.animecharactersdatabase.com/characters.php?id=49924"
"Marie Thorpe","https://www.animecharactersdatabase.com/characters.php?id=87854"
"Asagi","https://www.animecharactersdatabase.com/characters.php?id=25011"
"Anjie Muguruma","https://www.animecharactersdatabase.com/characters.php?id=22696"
"Elaine Grasso","https://www.animecharactersdatabase.com/characters.php?id=90448"
"Mint Periwinkle","https://www.animecharactersdatabase.com/characters.php?id=22913"
"M500","https://www.animecharactersdatabase.com/characters.php?id=87748"
"Gizumo Nanakase","https://www.animecharactersdatabase.com/characters.php?id=23202"
"Mira","https://www.animecharactersdatabase.com/characters.php?id=23498"
"Miyuki Kurisawa","https://www.animecharactersdatabase.com/characters.php?id=89146"
"Sigelinde von Fahr...","https://www.animecharactersdatabase.com/characters.php?id=27015"
"Kasumi Kiryuu","https://www.animecharactersdatabase.com/characters.php?id=39757"
"Christina","https://www.animecharactersdatabase.com/characters.php?id=91166"
"Sha Rijan","https://www.animecharactersdatabase.com/characters.php?id=107473"
"Sumeragi Lee Noriega","https://www.animecharactersdatabase.com/characters.php?id=118318"
"Ringo Seto","https://www.animecharactersdatabase.com/characters.php?id=23736"
"Guild Manager","https://www.animecharactersdatabase.com/characters.php?id=91597"
"Mai's mother","https://www.animecharactersdatabase.com/characters.php?id=120707"
"Arielle","https://www.animecharactersdatabase.com/characters.php?id=39600"
"Yuuri Aoshi","https://www.animecharactersdatabase.com/characters.php?id=92003"
"Tsubaki","https://www.animecharactersdatabase.com/characters.php?id=92474"
"Corticarte Apa Lag...","https://www.animecharactersdatabase.com/characters.php?id=29432"
"Yurika Misumaru","https://www.animecharactersdatabase.com/characters.php?id=18088"
"Satsuki","https://www.animecharactersdatabase.com/characters.php?id=93796"
"Rias Gremory","https://www.animecharactersdatabase.com/characters.php?id=36120"
"Marin Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=115747"
"Nobara Kugisaki","https://www.animecharactersdatabase.com/characters.php?id=104843"
"Reina Kurashiki","https://www.animecharactersdatabase.com/characters.php?id=101389"
"Hayase Nagatoro","https://www.animecharactersdatabase.com/characters.php?id=100650"
"Katsuki Bakugo","https://www.animecharactersdatabase.com/characters.php?id=75965"
"Satoru Gojou","https://www.animecharactersdatabase.com/characters.php?id=104844"
"Megumi Fushiguro","https://www.animecharactersdatabase.com/characters.php?id=104839"
"Kusuo Saiki","https://www.animecharactersdatabase.com/characters.php?id=78371"
"Noriaki Kakyoin","https://www.animecharactersdatabase.com/characters.php?id=73601"
"Chinami Hashimoto","https://www.animecharactersdatabase.com/characters.php?id=17196"
"Mikoto","https://www.animecharactersdatabase.com/characters.php?id=94069"
"Shuuka","https://www.animecharactersdatabase.com/characters.php?id=94354"
"Abgrund","https://www.animecharactersdatabase.com/characters.php?id=132302"
"Misora Nagare","https://www.animecharactersdatabase.com/characters.php?id=117003"
"Lydia","https://www.animecharactersdatabase.com/characters.php?id=17252"
"Iroha Noumi","https://www.animecharactersdatabase.com/characters.php?id=95251"
"Anma Damar","https://www.animecharactersdatabase.com/characters.php?id=60891"
"Tokiko Mima","https://www.animecharactersdatabase.com/characters.php?id=57497"
"Jutta Goldstein","https://www.animecharactersdatabase.com/characters.php?id=31270"
"Riva","https://www.animecharactersdatabase.com/characters.php?id=98563"
"Riko Dougami","https://www.animecharactersdatabase.com/characters.php?id=97685"
"Shuri Kisshouten","https://www.animecharactersdatabase.com/characters.php?id=97961"
"Aries","https://www.animecharactersdatabase.com/characters.php?id=38486"
"Konatsu Konata","https://www.animecharactersdatabase.com/characters.php?id=98246"
"Kanata Sorami","https://www.animecharactersdatabase.com/characters.php?id=25532"
"Komachi Enomoto","https://www.animecharactersdatabase.com/characters.php?id=108628"
"Meru Furukura","https://www.animecharactersdatabase.com/characters.php?id=98913"
"Lucy Air","https://www.animecharactersdatabase.com/characters.php?id=99842"
"Karin Kamio","https://www.animecharactersdatabase.com/characters.php?id=100301"
"Priyanka Maheswaran","https://www.animecharactersdatabase.com/characters.php?id=100825"
"Mulberry","https://www.animecharactersdatabase.com/characters.php?id=114876"
"Ilsa","https://www.animecharactersdatabase.com/characters.php?id=51192"
"Misaki Kujo","https://www.animecharactersdatabase.com/characters.php?id=101547"
"Trampire","https://www.animecharactersdatabase.com/characters.php?id=52918"
"Ranka Chizu","https://www.animecharactersdatabase.com/characters.php?id=102556"
"Ami Naruse","https://www.animecharactersdatabase.com/characters.php?id=102038"
"Hinata Kinugawa","https://www.animecharactersdatabase.com/characters.php?id=102917"
"Kanae Kanzaki","https://www.animecharactersdatabase.com/characters.php?id=37296"
"Asumi Furin","https://www.animecharactersdatabase.com/characters.php?id=103917"
"Renko Koboshi","https://www.animecharactersdatabase.com/characters.php?id=25052"
"Rose","https://www.animecharactersdatabase.com/characters.php?id=103510"
"Chloe Valens","https://www.animecharactersdatabase.com/characters.php?id=25494"
"Vera","https://www.animecharactersdatabase.com/characters.php?id=132162"
"Lillith","https://www.animecharactersdatabase.com/characters.php?id=122577"
"Setsuna","https://www.animecharactersdatabase.com/characters.php?id=104880"
"Hitomi Minaguchi","https://www.animecharactersdatabase.com/characters.php?id=26564"
"Yukari Hamamoto","https://www.animecharactersdatabase.com/characters.php?id=105125"
"Mikoto Kisaragi","https://www.animecharactersdatabase.com/characters.php?id=26893"
"Chin","https://www.animecharactersdatabase.com/characters.php?id=105646"
"Junshan Silver Nee...","https://www.animecharactersdatabase.com/characters.php?id=116548"
"Mejiro Ryan","https://www.animecharactersdatabase.com/characters.php?id=118140"
"Kureha Clyret","https://www.animecharactersdatabase.com/characters.php?id=107125"
"Wyvern","https://www.animecharactersdatabase.com/characters.php?id=106890"
"Ritsuko Morikawa","https://www.animecharactersdatabase.com/characters.php?id=108044"
"Barbara","https://www.animecharactersdatabase.com/characters.php?id=113808"
"Mrs. Goda","https://www.animecharactersdatabase.com/characters.php?id=49330"
"Idola","https://www.animecharactersdatabase.com/characters.php?id=108418"
"Bai Jinjin","https://www.animecharactersdatabase.com/characters.php?id=108740"
"An Kohinata","https://www.animecharactersdatabase.com/characters.php?id=43040"
"Rias Gremory","https://www.animecharactersdatabase.com/characters.php?id=36120"
"Marin Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=115747"
"Nobara Kugisaki","https://www.animecharactersdatabase.com/characters.php?id=104843"
"Reina Kurashiki","https://www.animecharactersdatabase.com/characters.php?id=101389"
"Hayase Nagatoro","https://www.animecharactersdatabase.com/characters.php?id=100650"
"Katsuki Bakugo","https://www.animecharactersdatabase.com/characters.php?id=75965"
"Satoru Gojou","https://www.animecharactersdatabase.com/characters.php?id=104844"
"Megumi Fushiguro","https://www.animecharactersdatabase.com/characters.php?id=104839"
"Kusuo Saiki","https://www.animecharactersdatabase.com/characters.php?id=78371"
"Noriaki Kakyoin","https://www.animecharactersdatabase.com/characters.php?id=73601"
"Yae","https://www.animecharactersdatabase.com/characters.php?id=120690"
"Eil Koimi","https://www.animecharactersdatabase.com/characters.php?id=109936"
"Nene Watanuki","https://www.animecharactersdatabase.com/characters.php?id=32198"
"Roxanne","https://www.animecharactersdatabase.com/characters.php?id=110236"
"Cherie","https://www.animecharactersdatabase.com/characters.php?id=110509"
"Yomi Giou","https://www.animecharactersdatabase.com/characters.php?id=55042"
"Fanile","https://www.animecharactersdatabase.com/characters.php?id=111699"
"Karen","https://www.animecharactersdatabase.com/characters.php?id=34139"
"Hualin Yanagi","https://www.animecharactersdatabase.com/characters.php?id=113303"
"Lilen","https://www.animecharactersdatabase.com/characters.php?id=40063"
"Yuuko Hayama","https://www.animecharactersdatabase.com/characters.php?id=113917"
"Yuzu Tokieda","https://www.animecharactersdatabase.com/characters.php?id=35563"
"Natsu","https://www.animecharactersdatabase.com/characters.php?id=114299"
"Nana Mishima","https://www.animecharactersdatabase.com/characters.php?id=36850"
"Colby","https://www.animecharactersdatabase.com/characters.php?id=37826"
"Cat Proprietress","https://www.animecharactersdatabase.com/characters.php?id=119563"
"Roo","https://www.animecharactersdatabase.com/characters.php?id=39408"
"Nemesi","https://www.animecharactersdatabase.com/characters.php?id=116593"
"Lufy","https://www.animecharactersdatabase.com/characters.php?id=41266"
"Mio Kofune","https://www.animecharactersdatabase.com/characters.php?id=117129"
"Iara Otogi","https://www.animecharactersdatabase.com/characters.php?id=117411"
"Aoi Hoshino","https://www.animecharactersdatabase.com/characters.php?id=126569"
"Kozue Hyouga","https://www.animecharactersdatabase.com/characters.php?id=42519"
"Aya Urabe","https://www.animecharactersdatabase.com/characters.php?id=43309"
"Elena","https://www.animecharactersdatabase.com/characters.php?id=118774"
"Kimika Nakano","https://www.animecharactersdatabase.com/characters.php?id=43577"
"Hisui","https://www.animecharactersdatabase.com/characters.php?id=119440"
"Shizuko Aoki","https://www.animecharactersdatabase.com/characters.php?id=60435"
"Alexandra von Sonne","https://www.animecharactersdatabase.com/characters.php?id=119736"
"Ishida","https://www.animecharactersdatabase.com/characters.php?id=67400"
"Tula","https://www.animecharactersdatabase.com/characters.php?id=125248"
"Moco (53 Fifty Thr...","https://www.animecharactersdatabase.com/characters.php?id=45053"
"Orca","https://www.animecharactersdatabase.com/characters.php?id=121095"
"Shayuraki Nanamura","https://www.animecharactersdatabase.com/characters.php?id=45143"
"Natsumi Hazuna","https://www.animecharactersdatabase.com/characters.php?id=45331"
"Mutsumi Shigino","https://www.animecharactersdatabase.com/characters.php?id=122026"
"Akashi","https://www.animecharactersdatabase.com/characters.php?id=45761"
"Serena","https://www.animecharactersdatabase.com/characters.php?id=122427"
"Diana Reed","https://www.animecharactersdatabase.com/characters.php?id=68130"
"Solo","https://www.animecharactersdatabase.com/characters.php?id=123886"
"Alice","https://www.animecharactersdatabase.com/characters.php?id=123343"
"Fuyumi Yanagi","https://www.animecharactersdatabase.com/characters.php?id=46816"
"Muv-Wuv Moonbeam M...","https://www.animecharactersdatabase.com/characters.php?id=127676"
"Kou no Naishi","https://www.animecharactersdatabase.com/characters.php?id=59792"
"Mika Tsushima","https://www.animecharactersdatabase.com/characters.php?id=47283"
"Winona","https://www.animecharactersdatabase.com/characters.php?id=38799"
"Tsugumi Oshisaka","https://www.animecharactersdatabase.com/characters.php?id=48134"
"Arata's Mother","https://www.animecharactersdatabase.com/characters.php?id=61441"
"Joan","https://www.animecharactersdatabase.com/characters.php?id=125796"
"Tomoka Kurano","https://www.animecharactersdatabase.com/characters.php?id=50450"
"Rias Gremory","https://www.animecharactersdatabase.com/characters.php?id=36120"
"Marin Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=115747"
"Nobara Kugisaki","https://www.animecharactersdatabase.com/characters.php?id=104843"
"Reina Kurashiki","https://www.animecharactersdatabase.com/characters.php?id=101389"
"Hayase Nagatoro","https://www.animecharactersdatabase.com/characters.php?id=100650"
"Katsuki Bakugo","https://www.animecharactersdatabase.com/characters.php?id=75965"
"Satoru Gojou","https://www.animecharactersdatabase.com/characters.php?id=104844"
"Megumi Fushiguro","https://www.animecharactersdatabase.com/characters.php?id=104839"
"Kusuo Saiki","https://www.animecharactersdatabase.com/characters.php?id=78371"
"Noriaki Kakyoin","https://www.animecharactersdatabase.com/characters.php?id=73601"
"Ginerva","https://www.animecharactersdatabase.com/characters.php?id=125834"
"Snowcone","https://www.animecharactersdatabase.com/characters.php?id=54821"
"Khao Yai","https://www.animecharactersdatabase.com/characters.php?id=126432"
"Lotus","https://www.animecharactersdatabase.com/characters.php?id=127823"
"Hakan Akbal","https://www.animecharactersdatabase.com/characters.php?id=79108"
"Nino Arisugawa","https://www.animecharactersdatabase.com/characters.php?id=52050"
"Hanna","https://www.animecharactersdatabase.com/characters.php?id=52407"
"Christie Monteiro","https://www.animecharactersdatabase.com/characters.php?id=31231"
"Mariel Legrand","https://www.animecharactersdatabase.com/characters.php?id=43849"
"Akira Aoi","https://www.animecharactersdatabase.com/characters.php?id=53701"
"Urara Kotobuki","https://www.animecharactersdatabase.com/characters.php?id=130007"
"Ingrid","https://www.animecharactersdatabase.com/characters.php?id=122490"
"Maika Mizukoshi","https://www.animecharactersdatabase.com/characters.php?id=284"
"Misaki Hanano","https://www.animecharactersdatabase.com/characters.php?id=54521"
"Azusa","https://www.animecharactersdatabase.com/characters.php?id=513"
"Henrietta Grimm","https://www.animecharactersdatabase.com/characters.php?id=54951"
"Moosham","https://www.animecharactersdatabase.com/characters.php?id=131936"
"Kanata Konoe","https://www.animecharactersdatabase.com/characters.php?id=77759"
"Suzune Saginomiya","https://www.animecharactersdatabase.com/characters.php?id=705"
"Tsukuyo Aoba","https://www.animecharactersdatabase.com/characters.php?id=130985"
"Chieri Nikaido","https://www.animecharactersdatabase.com/characters.php?id=55838"
"Aisha","https://www.animecharactersdatabase.com/characters.php?id=131332"
"Hazuki Shimakura","https://www.animecharactersdatabase.com/characters.php?id=1136"
"Anya Fantomaya","https://www.animecharactersdatabase.com/characters.php?id=56407"
"Asami Shiona","https://www.animecharactersdatabase.com/characters.php?id=131604"
"Red Arcueid","https://www.animecharactersdatabase.com/characters.php?id=1589"
"Sera Rebunashia","https://www.animecharactersdatabase.com/characters.php?id=56889"
"Maho Kannazuki","https://www.animecharactersdatabase.com/characters.php?id=1805"
"Machi Midou","https://www.animecharactersdatabase.com/characters.php?id=57133"
"Liberte","https://www.animecharactersdatabase.com/characters.php?id=2047"
"Sanae Sumida","https://www.animecharactersdatabase.com/characters.php?id=57495"
"Homura Mukaikaze","https://www.animecharactersdatabase.com/characters.php?id=2516"
"Chuchu Astram","https://www.animecharactersdatabase.com/characters.php?id=2719"
"Norm Roethlisberg","https://www.animecharactersdatabase.com/characters.php?id=59436"
"Mika Mishima","https://www.animecharactersdatabase.com/characters.php?id=2955"
"Miria","https://www.animecharactersdatabase.com/characters.php?id=59723"
"Natumi Nanase","https://www.animecharactersdatabase.com/characters.php?id=3159"
"Iori Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=66840"
"Kiyoh Littner","https://www.animecharactersdatabase.com/characters.php?id=3401"
"Wakako Daikou","https://www.animecharactersdatabase.com/characters.php?id=61206"
"Sister Francoise B...","https://www.animecharactersdatabase.com/characters.php?id=3628"
"Arisa Glennorth","https://www.animecharactersdatabase.com/characters.php?id=62010"
"Shino Koumura","https://www.animecharactersdatabase.com/characters.php?id=3866"
"Akiru Amakasu","https://www.animecharactersdatabase.com/characters.php?id=62501"
"Tsumugi Wakamiya","https://www.animecharactersdatabase.com/characters.php?id=2274"
"Mitsuki Takamine","https://www.animecharactersdatabase.com/characters.php?id=4346"
"Iroha Miyamae","https://www.animecharactersdatabase.com/characters.php?id=63007"
"Mahiro Shingu","https://www.animecharactersdatabase.com/characters.php?id=4572"
"Fumi","https://www.animecharactersdatabase.com/characters.php?id=4829"
"Mother","https://www.animecharactersdatabase.com/characters.php?id=63420"
"Rias Gremory","https://www.animecharactersdatabase.com/characters.php?id=36120"
"Marin Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=115747"
"Nobara Kugisaki","https://www.animecharactersdatabase.com/characters.php?id=104843"
"Reina Kurashiki","https://www.animecharactersdatabase.com/characters.php?id=101389"
"Hayase Nagatoro","https://www.animecharactersdatabase.com/characters.php?id=100650"
"Katsuki Bakugo","https://www.animecharactersdatabase.com/characters.php?id=75965"
"Satoru Gojou","https://www.animecharactersdatabase.com/characters.php?id=104844"
"Megumi Fushiguro","https://www.animecharactersdatabase.com/characters.php?id=104839"
"Kusuo Saiki","https://www.animecharactersdatabase.com/characters.php?id=78371"
"Noriaki Kakyoin","https://www.animecharactersdatabase.com/characters.php?id=73601"
"Renka Misaki","https://www.animecharactersdatabase.com/characters.php?id=5080"
"Yukari","https://www.animecharactersdatabase.com/characters.php?id=81278"
"Moegi Akatsuki","https://www.animecharactersdatabase.com/characters.php?id=67368"
"Kotori Natsume","https://www.animecharactersdatabase.com/characters.php?id=5604"
"Kanetsugu Aina Hig...","https://www.animecharactersdatabase.com/characters.php?id=74875"
"Shizuru Nishinomiya","https://www.animecharactersdatabase.com/characters.php?id=5948"
"Oshizu","https://www.animecharactersdatabase.com/characters.php?id=65376"
"Yuka Kujou","https://www.animecharactersdatabase.com/characters.php?id=6174"
"Derkizell o Gagruma","https://www.animecharactersdatabase.com/characters.php?id=65936"
"Miyuki Mackenzie","https://www.animecharactersdatabase.com/characters.php?id=66784"
"Airi Shinonome","https://www.animecharactersdatabase.com/characters.php?id=7094"
"Angelica","https://www.animecharactersdatabase.com/characters.php?id=67273"
"Yukiko Miwa","https://www.animecharactersdatabase.com/characters.php?id=7334"
"Hansel Cram","https://www.animecharactersdatabase.com/characters.php?id=67694"
"Nao Onodera","https://www.animecharactersdatabase.com/characters.php?id=7579"
"Journalist","https://www.animecharactersdatabase.com/characters.php?id=74184"
"Misumi Komaki","https://www.animecharactersdatabase.com/characters.php?id=7820"
"Gloria Ookanda","https://www.animecharactersdatabase.com/characters.php?id=72747"
"Gauche's Aide","https://www.animecharactersdatabase.com/characters.php?id=69211"
"Ran Midou","https://www.animecharactersdatabase.com/characters.php?id=7933"
"Kanako Dougami","https://www.animecharactersdatabase.com/characters.php?id=69390"
"Chikage Tenshoin","https://www.animecharactersdatabase.com/characters.php?id=69722"
"Marimo Sawamura","https://www.animecharactersdatabase.com/characters.php?id=70254"
"Yuarisla","https://www.animecharactersdatabase.com/characters.php?id=70541"
"Midori","https://www.animecharactersdatabase.com/characters.php?id=9217"
"Mikamo Matsumidori","https://www.animecharactersdatabase.com/characters.php?id=70751"
"Akaneko Kayaba","https://www.animecharactersdatabase.com/characters.php?id=9365"
"Matsuri Souma","https://www.animecharactersdatabase.com/characters.php?id=70915"
"Erika Yaegaki","https://www.animecharactersdatabase.com/characters.php?id=71154"
"Ryouko Takamura","https://www.animecharactersdatabase.com/characters.php?id=38391"
"Nonoka Sena","https://www.animecharactersdatabase.com/characters.php?id=72103"
"Saki Nijino","https://www.animecharactersdatabase.com/characters.php?id=101416"
"Meryl Sherbet","https://www.animecharactersdatabase.com/characters.php?id=72490"
"Nesta","https://www.animecharactersdatabase.com/characters.php?id=81572"
"Asahi Rokujou","https://www.animecharactersdatabase.com/characters.php?id=71486"
"Mimasaka Ryo","https://www.animecharactersdatabase.com/characters.php?id=15581"
"Porche","https://www.animecharactersdatabase.com/characters.php?id=43156"
"Yuu Hiyama","https://www.animecharactersdatabase.com/characters.php?id=74405"
"Sugumi Torino","https://www.animecharactersdatabase.com/characters.php?id=74133"
"Yuzuha Shiina","https://www.animecharactersdatabase.com/characters.php?id=74601"
"Miya Miyao","https://www.animecharactersdatabase.com/characters.php?id=75383"
"Yumiko Hepalsye","https://www.animecharactersdatabase.com/characters.php?id=50932"
"Vestemona Lauren","https://www.animecharactersdatabase.com/characters.php?id=75771"
"Diana","https://www.animecharactersdatabase.com/characters.php?id=86406"
"Yuka Hinoke","https://www.animecharactersdatabase.com/characters.php?id=15056"
"Tecna (Lovix)","https://www.animecharactersdatabase.com/characters.php?id=89349"
"Horobi","https://www.animecharactersdatabase.com/characters.php?id=95163"
"Sumika Iwaya","https://www.animecharactersdatabase.com/characters.php?id=77078"
"Kawamura","https://www.animecharactersdatabase.com/characters.php?id=41499"
"Anzu Ichijou","https://www.animecharactersdatabase.com/characters.php?id=13422"
"Rias Gremory","https://www.animecharactersdatabase.com/characters.php?id=36120"
"Marin Kitagawa","https://www.animecharactersdatabase.com/characters.php?id=115747"
"Nobara Kugisaki","https://www.animecharactersdatabase.com/characters.php?id=104843"
"Reina Kurashiki","https://www.animecharactersdatabase.com/characters.php?id=101389"
"Hayase Nagatoro","https://www.animecharactersdatabase.com/characters.php?id=100650"
"Katsuki Bakugo","https://www.animecharactersdatabase.com/characters.php?id=75965"
"Satoru Gojou","https://www.animecharactersdatabase.com/characters.php?id=104844"
"Megumi Fushiguro","https://www.animecharactersdatabase.com/characters.php?id=104839"
"Kusuo Saiki","https://www.animecharactersdatabase.com/characters.php?id=78371"
"Noriaki Kakyoin","https://www.animecharactersdatabase.com/characters.php?id=73601"
"Asagi (cloneblade)","https://www.animecharactersdatabase.com/characters.php?id=67585"
"Domestic Cat","https://www.animecharactersdatabase.com/characters.php?id=100671"
"Raquel Casull","https://www.animecharactersdatabase.com/characters.php?id=14040"
"Setsuna Oomido","https://www.animecharactersdatabase.com/characters.php?id=57446"
"Ara (Sakra Devanam)","https://www.animecharactersdatabase.com/characters.php?id=82766"
"Rinne Natsukawa","https://www.animecharactersdatabase.com/characters.php?id=14459"
"Toria (Transformed)","https://www.animecharactersdatabase.com/characters.php?id=120659"
"Kirin Hiyama","https://www.animecharactersdatabase.com/characters.php?id=80036"
"Nishiki Mari","https://www.animecharactersdatabase.com/characters.php?id=15096"
"Sayako Todo","https://www.animecharactersdatabase.com/characters.php?id=90780"
"Mimiko Ririshiro","https://www.animecharactersdatabase.com/characters.php?id=15769"
"Red Queen","https://www.animecharactersdatabase.com/characters.php?id=82081"
"Touko Ugawa","https://www.animecharactersdatabase.com/characters.php?id=15971"
"Regena Alamantine","https://www.animecharactersdatabase.com/characters.php?id=16401"
"Yuuko Kanbara","https://www.animecharactersdatabase.com/characters.php?id=16709"
"Yuki Shindo","https://www.animecharactersdatabase.com/characters.php?id=83454"
"Arisa Kurausu","https://www.animecharactersdatabase.com/characters.php?id=17376"
"Aomai","https://www.animecharactersdatabase.com/characters.php?id=17889"
"Urara","https://www.animecharactersdatabase.com/characters.php?id=70348"
"Elis Lancaster","https://www.animecharactersdatabase.com/characters.php?id=39361"
"Raica Welch","https://www.animecharactersdatabase.com/characters.php?id=19395"
"Zesshi Zetsumei","https://www.animecharactersdatabase.com/characters.php?id=99010"
"Sumireko Wakatsuki","https://www.animecharactersdatabase.com/characters.php?id=19821"
"Misaki Muroto","https://www.animecharactersdatabase.com/characters.php?id=84777"
"Yuu Kusunose","https://www.animecharactersdatabase.com/characters.php?id=20104"
"Rin Kouzuki","https://www.animecharactersdatabase.com/characters.php?id=20539"
"Sono Amagaya","https://www.animecharactersdatabase.com/characters.php?id=20985"
"Brenda","https://www.animecharactersdatabase.com/characters.php?id=85685"
"Hina Mizuki","https://www.animecharactersdatabase.com/characters.php?id=21717"
"Matsuri Haruse","https://www.animecharactersdatabase.com/characters.php?id=21957"
"Cotton Candy Princ...","https://www.animecharactersdatabase.com/characters.php?id=102611"
"Robert De Sable","https://www.animecharactersdatabase.com/characters.php?id=87855"
"Amber","https://www.animecharactersdatabase.com/characters.php?id=25012"
"Madame Broode","https://www.animecharactersdatabase.com/characters.php?id=88730"
"Chihiro Gojou","https://www.animecharactersdatabase.com/characters.php?id=22697"
"Laura Echo","https://www.animecharactersdatabase.com/characters.php?id=22914"
"M590","https://www.animecharactersdatabase.com/characters.php?id=87749"
"Kotoko Nanakase","https://www.animecharactersdatabase.com/characters.php?id=23203"
"Yuuna Ushiki","https://www.animecharactersdatabase.com/characters.php?id=87845"
"Shiho Himemiya","https://www.animecharactersdatabase.com/characters.php?id=23499"
"Nohana Shiga","https://www.animecharactersdatabase.com/characters.php?id=89147"
"Marimo Jinguuji","https://www.animecharactersdatabase.com/characters.php?id=27016"
"Nicoloso da Recco","https://www.animecharactersdatabase.com/characters.php?id=109835"
"Queen of Hearts","https://www.animecharactersdatabase.com/characters.php?id=96270"
"Amaru","https://www.animecharactersdatabase.com/characters.php?id=80348"
"Albertina","https://www.animecharactersdatabase.com/characters.php?id=91167"
"Kosaka Kaibara","https://www.animecharactersdatabase.com/characters.php?id=23785"
"Sela D. Miranda ","https://www.animecharactersdatabase.com/characters.php?id=16215"
"Nana Yoneyama","https://www.animecharactersdatabase.com/characters.php?id=120708"
